Losses,Support Cardinalities (Basis Pursuit),Two-Stage Losses,Random Two-Stage Losses,Greedy Multitask Norms (Two-Stage),Brute Isometry Losses,Brute Losses,Basis Pursuit Times,Stage Two Times,Greedy Times
2.289756541036482,3,2.1777772158450137,1642.662312417585,2.1781848145468605,,,8.541581153869629,0.003377199172973633,0.05851602554321289
2.656822008921714,3,2.656822008921714,14799.420946202468,2.6200604496600546,,,7.986456632614136,0.003771066665649414,0.06461286544799805
2.7452218562271575,3,2.7452218562271566,5.559898557638712e+80,2.70620891753794,,,7.843636989593506,0.004659891128540039,0.050006866455078125
2.6763222270779266,3,2.484388784512168,7.586306539581872e+16,2.4840971808914514,,,7.748286962509155,0.0033299922943115234,0.05195283889770508
2.3283323703218297,3,2.3937633402138108,32.183027403940315,2.394188984060917,,,8.058407068252563,0.0030090808868408203,0.0563662052154541
2.857821729549255,389,2.71677441422058,14.87333713112854,2.7097158403043187,,,8.603838205337524,2.407414197921753,0.05452919006347656
2.8060017749310733,3,2.8060017749310733,8.86127481967897,2.7340784939673903,,,8.621716976165771,0.002836942672729492,0.08050704002380371
2.3535320080375595,3,2.3182272057323274,5560.090239152845,2.317749642536749,,,8.090781927108765,0.004024982452392578,0.047249794006347656
2.3555749220719484,3,2.3555749220719484,6.587462701411749e+30,2.353749109533846,,,8.259963989257812,0.0032281875610351562,0.05953717231750488
2.4035146508268275,444,2.367297290502497,62.335695084849775,2.3672666310288726,,,8.750974178314209,3.1225979328155518,0.05954909324645996
3.0909805473079093,3,2.401867686542528,6.011498439257603e+26,2.391368581390803,,,9.020744800567627,0.002779245376586914,0.08700919151306152
2.4306583609154515,267,2.2632367480201463,24.926040901774087,2.265215684914353,,,8.772183895111084,1.1738529205322266,0.062161922454833984
2.989936350337184,441,2.6904226225019663,33.221062869461306,2.689775782878824,,,8.214210748672485,3.339218854904175,0.08198285102844238
2.340149353518732,480,2.326312863164069,55.09438448635731,2.32613894616645,,,8.429189920425415,3.87846302986145,0.0854032039642334
2.6335245332034063,3,2.6335245332034063,5522625.229340274,2.590155537092281,,,8.043152093887329,0.0032851696014404297,0.08281493186950684
2.6718529703885494,3,2.6718529703885494,6741.823036975439,2.6325672620467957,,,7.861337184906006,0.0029261112213134766,0.059142112731933594
2.633766993168967,3,2.5606995119974423,6.114016279284261,2.5298593073804954,,,7.93327522277832,0.003326892852783203,0.06083106994628906
2.3281378733012548,3,2.317704864741795,6028935814286.585,2.3160527892955134,,,7.843567848205566,0.003332853317260742,0.062438011169433594
2.8374879153418773,426,2.593261077772758,23.029372552813033,2.585961023129588,,,7.76387095451355,2.681878089904785,0.06110739707946777
2.6373843781918964,3,3.2059235784604145,19.402350691126966,2.929881324606674,,,7.727008104324341,0.0035359859466552734,0.08249616622924805
2.5402444415588663,3,2.5258542619867734,1.8756765563778403e+75,2.5094911891854226,,,7.771759986877441,0.003604888916015625,0.0606532096862793
2.642463089970022,146,2.642463089970022,3.913063618728323,2.6285969235367705,,,7.808506727218628,0.31673383712768555,0.06119394302368164
2.476433030138696,3,2.4139991199433157,17.20165035718,2.404638642119287,,,7.565942049026489,0.002862215042114258,0.07154989242553711
